id	sentiment	review
1114	0	You have the right to complain to a Data Protection Authority about our collection and use of your Personal Data. For more information, please contact your local data protection authority in the European Economic Area (EEA).
1115	0	Netmarble Corporation and its affiliates (collectively “Netmarble” “we” or “us”) respects the privacy of everyone that use our websites, games, and various related services. This privacy policy is designed to inform you about the type of information that we gather about you, how we may use that information, whether we disclose it to anyone, and the choices you have regarding our use of that information.
1116	0	CXZH.LTD will not read or disclose to any third party any private email communication information that is transmitted using our products and services, unless given appropriate explicit consent to do so.
1117	0	To enable us to show in-game ads, we may send your advertising ID and IP-address to advertisers (or ad networks) to enable them to find appropriate ads to serve to you in our games and on third-party properties. You can control and limit our use of your advertising ID in your device settings. We do not control which specific ads are shown in our games (it is controlled by ad networks), but we may blacklist certain categories of ads.
1118	0	Your other rights.
1119	1	Submitting the request to Overmobile through the feedback form and/or for technical support User provides his/her e-mail and ID of the User’s profile. Overmobile uses this information for the purposes of communication with User with respect to User’s request.
1120	0	Certain features of the Site depend on cookies. Please be aware that if you choose to block cookies, you may not be able to sign in or use those features, and preferences that are dependent on cookies may be lost.  
1121	0	Overmobile has the right to change or terminate this Policy unilaterally without prior notice of the User. The User is recommended to read this Policy in the current version regularly.
1122	0	"We use first and third party cookies for several reasons. Some cookies are required for technical and/or security reasons in order for our Platform to operate, and we refer to these as ""essential"" or ""strictly necessary"" cookies. First party cookies are mainly served to enable basic functionality on our Platform; including web analytics cookies that help us understand how users use our web pages and how we can improve their use. For example we use essential or strictly necessary cookies to enable us to remember goods added to your Alibaba.com shopping basket and to recognize you when you sign into your Alibaba.com account."
1123	0	A cookie is a small amount of data that is sent to your browser and stored on your computer's or mobile device’s hard drive. If you do not de-activate or erase the cookie, each time you use the same browser or mobile device to access the Platform, our web servers will be notified of your visit to the Platform and in turn we may have knowledge of your visit and the pattern of your usage. 
1124	0	We will share your personal information with our Service Providers for all purposes described in Section entitled “How do we use the information collected?” and as reasonably necessary in order to provide the Services to you or to carry out your instruction (for example, to process a payment instruction).  When our Service Providers collect or receive personal information, we require them to use such information only on our behalf and for purposes consistent with this Privacy Policy.
1125	1	Anghami may process your Personal Data because:We need to perform a contract with you
1126	0	You may delete your chat history stored on imo’s servers by selecting the “Delete chat history” option in the settings of the imo app. You may delete your entire account, by selecting the “Delete imo account” option in the settings. Even if you delete your entire account, we may retain limited information about your mobile device for the purposes of fraud detection and enforcement of our Terms of Service.
1127	1	Collection and use of your personal information
1128	0	We will retain your Personal Data only for as long as it is necessary for the purposes set out in this Privacy Policy. We will retain and use your Personal Data to the extent necessary to comply with our legal obligations and policies. We will also retain Usage Data for internal analysis purposes. Usage Data is generally retained for a shorter period of time, except when this data is used to strengthen the security or to improve the functionality of our Service, or we are legally obligated to retain this data for longer periods of time.
1129	0	CXZH.LTD complies with the U.S. – E.U. Safe Harbor framework and the U.S. - Swiss Safe Harbor framework as set forth by the U.S. Department of Commerce with respect to the collection, use, retention and transfer to the United States of personal data from customers in European Union member countries and Switzerland (“European Customer Information”). CXZH.LTD has certified that it adheres to the Safe Harbor Privacy Principles of notice, choice, onward transfer, security, data integrity, access, and enforcement.
1130	0	Topface takes the necessary security measures to protect and prevent loss, misuse and alteration of information under our control, including your personal data. Our technical specialists are constantly working to ensure that Topface remains safe and secure.
1131	1	Comply with our legal or contractual obligations
1132	0	Ad networks
1133	0	For more information on how to protect children online, please visit this link.
1134	0	Google uses the data on behalf of Alibaba.com to evaluate your use of the Platform, to compile reports on website activity for the website operators and for other website activity and internet usage services. Google may disclose this information to third parties under the terms of the law or for further processing by third parties on behalf of Google. For more information about Google Analytics cookies, visit:
1135	0	If you have any questions or suggestions about our Privacy Policy, do not hesitate to contact us.
1136	0	All capitalized terms not defined in this document shall have the meanings ascribed to them in the Terms of Use of the Sites, which can be found here
1137	0	arents have the right to access their child’s information, refuse further collection and use, request to have it deleted or request that we no longer have further contact with their child by accessing their child’s account through the Web site or by emailing us at cs.cxzh.ltd@gmail.com.
1138	1	When logging in to the Application via such services of authentication as Facebook, VKontakte, Odnoklassniki, Apple's Game Center, Google Play, Open ID, User provides Overmobile with the following information:name/nickname (may be automatically filled in with User’s name in this authentication system) and
1139	0	If you choose to use our Service, then you agree to the collection and use of information in relation to this policy. The Personal Information that we collect is used for providing and improving the Service. We will not use or share your information with anyone except as described in this Privacy Policy.
1140	0	Enforcement: We may also disclose your personal information to third parties in order to enforce or apply the terms of agreements, to investigate potential breaches, or to protect the rights, property or safety of Kwalee, our customers, or others.
1141	0	Protect us, our business or our users, for example to enforce our terms of service, prevent spam or other unwanted communications and investigate or protect against fraud
1142	0	Amendments to the Privacy Policy
1143	0	With third parties as part of a merger or acquisition. If HOLLA gets involved in a merger, asset sale, financing, liquidation or bankruptcy, or acquisition of all or some portion of our business to another company, we may share your information with that company before and after the transaction closes.
1144	0	Please note that we may ask you to verify your identity before responding to such requests.
1145	0	(Last updated on 20th June. 2019)
1146	0	Protection of Company and Others: We reserve the right to access, read, preserve, and disclose any information that we reasonably believe is necessary to comply with law or court order; enforce or apply our Terms of Use and other agreements; or protect the rights, property, or safety of Company, our employees, our users, or others.
1147	0	1.3. What information does this Privacy Policy apply to? Specifically, this Privacy Policy governs personal data (or, in the USA, personally identifiable information) and applicable non-personal information (or, in the USA, non-personally identifiable information), which we collect from you when you are using the Nordeus Services (“personal data” means information which, on its own or in combination with other information, can be used to identify you).
1148	1	Contact you about Service announcements, updates or offers
1149	0	If you have any questions about security of the Software, you can contact us through the email displayed below.
1150	0	9.1.3 Cookies are also used to trace your access to our websites. We will acquire information in personal, identifiable modes including your IP address. However, such information will merely be used for analysis and will be limited to the use according to the minimum requirement for the execution of such analysis.
1151	1	User’s identification number in this authentication system (hereinafter – Social ID).
1152	0	Besides, If Eyewind becomes involved in a merger, acquisition, or any form of sale of some or all of its assets, we will provide notice before personal information is transferred and becomes subject to a different privacy policy.
1153	1	Unity Analytics is an analytics service provided by Unity Technologies ApS. Personal Data collected: Usage Data and various types of Data as specified in the privacy policy of the service.
1154	0	Tantan Cultural Development Beijing Limited and its affiliates (hereinafter referred to as 'we', 'us' or 'our') are well aware of the importance of your personal information to you and will exercise our best efforts to protect the security and reliability of your personal information. We are committed to maintaining your trust in us and abiding by the following principles to protect your personal information: accountability, purpose limitation, opt-in, data minimization, security, subject participation, openness and transparency, etc. At the same time, we promise that we will use well-developed security solutions in the industry and take the corresponding security protection measures to protect your personal information. NOW, THEREFORE, we have drafted this Tantan Privacy Policy (hereinafter referred to as the 'Policy / Privacy Policy') and remind you of the following:This Policy applies to the products and services of Tantan, and prior to using the products and services of Tantan, you must read this Policy carefully and thoroughly understand this Policy, and use the relevant products or services upon confirming that you fully understand and agree to this Policy. By starting to use the various products or services of Tantan, you have fully understood and agreed to this Policy. If you have any questions, opinions or suggestions concerning the content of this Policy, please use the various contact details provided by Tantan to contact us.
1155	1	When you access our App by or through a mobile device, we may receive or collect and store a unique identification numbers associated with your device, mobile carrier, device type and manufacturer, phone number, and, depending on your mobile device settings, your geographical location data, including GPS coordinates or similar information regarding the location of your mobile device.
1156	0	You have the option to share your own personal information with other parties, in which case it will be governed by those parties’ own privacy policies – make sure to take a look at them.
1157	1	Personal information collected by Eyewind is information voluntarily provided to us by you when you create your account or change your account information. The information includes your Facebook id, name, gender, location and your friends’ id on Facebook. Eyewind also stores your game checkins, likes, dislikes, recommendations and messages.
1158	0	Ask for a copy of data we are processing about you and have inaccuracies corrected
1159	1	when you use or access the Software and the Service, some information about you may be automatically collected as follows:your interactions with the Software and the Service, your configuration and settings of the Software and the Service, version of the Software and the Service; Advertising ID; Country; Android ID.
1160	0	Erasure: You can delete all data associated with your account in the Settings section within Amino, subject to the data retention timeline outlined above. Or you may request assistance and ask that we erase some or all of your Personal Data from our systems by emailing legal@aminoapps.com.
1161	0	Any questions related to this Policy can be mailed to support@overmobile.ru
1162	0	We will not rent or sell your personal information to the third- party, but for your better use of the services provided by third-party organizations we may share your information with third-party organizations that provide automatic data processing technologies for the Software or providing service to the Software. We do not have power to control or influence these third- parties’ tracking technologies or how they may be used. Therefore, if you do not want to share your personal information with any third-party organizations, please do not use such service provided by that third-party organizations.
1163	0	"We reserve the right to modify this Policy from time to time. If we make any changes to this Policy, we will change the ""Last Revision"" date below and will post the updated Policy on this page."
1164	0	You have the right to decide whether to accept or reject cookies. If you choose to set your web browser controls to reject cookies, you may still use our website though your access to some functionality and areas of our website may be restricted.
1165	0	Your Information may be stored and processed in any country where we have facilities, and by using an Application, the Services or the Site you consent to the transfer of your Information to countries, including the United States, which may be outside of your country of residence and may provide for different and less stringent data protection rules than in your country. If you object to your Information being transferred or used as described in this Policy, please do not use any Application, the Services or the Site and immediately delete all Applications from your User Devices.
1166	1	We collect information automatically about your activity through our Services, for example date and time you used a service, features you have used, in-app purchases history, subscriptions, and advertising that you click on, and data generated when you use our Services, for example your game progress which may be stored with your Apple ID on iCloud for iOS Devices or with your Google Play Games profile for Android Devices in some of our Services. Our Services may also contain tools from third party service providers that may enable these third parties to separately collect and/or analyze non-Personal Data from the users' devices.
1167	0	You also have the right to correct your data, have your data deleted, object how we use or share your data, and restrict how we use or share your data. You can always withdraw your consent, for example by turning off GPS location sharing in your mobile device settings.
1168	1	Information collected for the purposes of providing analytics
1169	1	How Do We Use Your Personal Data?  We process Personal Data to operate, improve, understand and personalize our Services.  For example, we use Personal Data to:Create and manage user profiles
1170	1	・Advertising Identifier
1171	1	conduct research and analysis of users’ behavior to improve our services and content.
1172	0	RIGHT TO RECEIVE A COPY OF YOUR PERSONAL INFORMATION
1173	0	California residents under the age of 18 have the right to request removal of any content or information that he or she posted anywhere within our Services, such as public forum or message boards in our Websites or Applications.  You can make this request by contacting us at netmarbles@igsinc.co.kr.
1174	1	Access times.
1175	0	4.2. Will we ever share any of your information with other parties? 
1176	1	Information from other service providers: We receive information about you from some of our service providers who assist us in offering and improving our Services by providing information about how you use our Services and by helping us to maintain the security and integrity of our platform.
1177	0	Objection: You can contact us to let us know that you object to the further use or disclosure of your Personal Data for certain purposes.
1178	1	・Other additional required information by the Company
1179	0	Revoking Permissions. If you change your mind about our ongoing ability to collect information from certain sources that you have already consented to, such as your phonebook, camera, photos, or location services, you can simply revoke your consent by changing the settings on your device if your device offers those options. Of course, if you do that, certain services may lose full functionality.
1180	0	You expressly agree that information provided when you register the App and/or the content your created when using the App (including without limitation, photos, text, messages, posts, html, URLs, pictures, video and other content), may be recorded, stored, published and made available to the rest of HOLLA users. Furthermore, other users may follow you on the App, and your followers can see, for example, the user contributed content that you have uploaded to the App. Individuals reading this information may use it or disclose it to other individuals or entities without our control and without your knowledge. We therefore urge you to think carefully about including any specific information you may deem private in the information you provided or content that you create in the App.
1181	0	This Policy is part of our Terms of Service and applies to the information that is collected in connection with the download, installation and use of the Application, related services and the Site. By using the Application, related Services or the Site you signify your assent to this Privacy Policy and agree that we may collect, use and share your Information (Personal Information and Non-Personal Information) in accordance with this Privacy Policy, as revised from time to time. If You do not agree with this Policy, or with our Terms of Service, do not download, install and / or use the Application.
1182	0	Rights of EU Residents: The EU General Data Protection Regulation (the “GDPR”)
1183	0	For registered users of the Sites, some of your information can be viewed and edited through your account, which is protected by a password. We recommend that you do not divulge your password to anyone. Our personnel will never ask you for your password in an unsolicited phone call or in an unsolicited email. If you share a computer with others, you should not choose to save your log-in information (e.g., user ID and password) on that shared computer. Remember to sign out of your account and close your browser window when you have finished your session.
1184	0	More information on how third parties may use cookies in our Services go to Appendix A and Appendix B further below.
1185	1	Location data
1186	0	Below we briefly identify the cookies we use on our Sites:  ProviderCookieCookie-TypePurpose
1187	1	We can use the materials that you place in the public domain in Topface, for advertising purposes on the sites and in the applications of our partners. This meets our legitimate interests and allows us to improve the service and make it more attractive to users.
1188	0	o credit risk assessment providers to conduct risk assessment on Sellers to determine whether a Seller can be permitted to make a fund withdrawal;
1189	1	Information We Collect Automatically
1190	0	2. How Your Information May be Shared?
1191	1	- Messages and User Content. We collect information when you message other members of your Family through use of the service. We may also retain any messages you send to us.
1192	0	Filmigo cares about the security of your information and uses commercially reasonable physical, administrative, and technological safeguards to preserve the integrity and security of all information we collect and that we share with our service providers. However, no security system is impenetrable and we cannot guarantee the security of our systems 100%. In the event that any information under our control is compromised as a result of a breach of security, we will take reasonable steps to investigate the situation and where appropriate, notify those individuals whose information may have been compromised and take other steps, in accordance with any applicable laws and regulations.
1193	1	When you access our Applications by or through a mobile device, we may receive or collect and store a unique identification numbers associated with your device or our mobile application (including, for example, a UDID, Unique ID for Advertisers (“IDFA”), Google Ad ID, or other identifier), mobile carrier, device type, model and manufacturer, mobile device operating system brand and model, phone number, and, depending on your mobile device settings, your geographical location data, including GPS coordinates (e.g. latitude and/or longitude), WiFi location or similar information regarding the location of your mobile device.
1194	1	Under the condition that no private information of an individual user is disclosed, the Jasmin Chat has the right to analyze the entire user database and utilize the database for commercial purposes.
1195	1	Monitor the effectiveness of our Service and our marketing campaigns
1196	0	However, some information may still be stored for a certain time period if information is necessary to comply with legal obligation (taxation, accounting, audit) or in order to maintain safety and data backup settings, prevent fraud or other malicious acts.
1197	0	We may also share and may acquire your Personal Information with future subsidiaries or companies if we choose to sell, transfer or merge parts of our business. We will, however, only transfer the Personal Information if we must and if these companies comply with applicable privacy regulations and can guarantee that your Personal Information will be kept safe
1198	0	2. Right of access: you can request a copy of your data.
1199	0	The current version of the Policy of 23.07.2018.
1200	0	This Privacy Policy details important information regarding the use and disclosure of User’s information collected through the Services. This Privacy Policy is incorporated into and is subject to our Terms of Service. Your use of the Services and any personal information you provide on the Services remain subject to the terms of this Privacy Policy and our Terms of Service. Please read this Privacy Policy carefully, and if you have any questions, please feel free to contact us at our Support Center (http://apps.facebook.com/takefiveslots/?action=helpdesk) or our support e-mail (email to: support@take5slots.com). This Privacy Policy may be amended from time to time. If you refuse material amendments to this Privacy Policy, you might not be able to continue using the Services with all functionality preserved.
1201	1	Certain parts of our Services may ask you to provide personal information voluntarily. For example, we will ask for certain information in order for you to submit enquiries to us, such as:your name, email address or other details, necessary to process your inquiries;
1202	0	What Security Measures Do We Use? We seek to protect Personal Data using appropriate technical and organizational measures based on the type of Personal Data and applicable processing activity. For example, implementing firewalls and requiring authentication to access data and hashing and anonymizing user identities and other information.
1203	1	any information you submit to our support team via email.
1204	0	Furthermore, if we choose to buy or sell assets, user information is typically one of the transferred business assets. Moreover, if we, or substantially all of our assets, were acquired, or if we go out of business or enter bankruptcy, user information would be one of the assets that is transferred or acquired by a third party, and we would share Personal Data with the party that is acquiring our assets. You acknowledge that such transfers may occur, and that any acquirer of us or our assets may continue to use your Personal Information as set forth in this policy.
1205	1	For purposes of this Privacy Policy, “personal data” means personally identifiable information that specifically identifies you as an individual.
1206	0	"If you are in the EEA the data controller of your personal information is Alibaba.com Singapore E-Commerce Private Limited (incorporated in Singapore with Company Reg. No. 200720572D). For contact details, please see section H. ""HOW TO CONTACT US"" below. "
1207	0	Eyewind may also disclose your personal data to third parties when Eyewind has a reason to believe that a disclosure is necessary to address potential or actual injury or interference with Eyewind’s rights, property, operations, users or others who may be harmed or may suffer loss or damage, or Eyewind believes that such disclosure is necessary to protect Eyewind’s rights, combat fraud and/or comply with a judicial proceeding, court order, or legal process served on Eyewind. To the extent permitted by applicable law, Eyewind will make reasonable efforts to notify you of such disclosure through Eyewind’s website or in another reasonable manner.
1208	1	We will use information about you (including Basic Information, Third Party Log In Information and Analytics) for delivering our Games to you under the terms of use agreed between us. The processing of information in this way is necessary for us to record your progress and current status within a Game, and to ensure the Games deliver the features promised and function properly, so that you have the best experience when playing any one of our Games.
1209	0	LIKE may contain links to a third-party website. We cannot control the behaviors of such third-party website
1210	0	Your Rights for EU Individuals: EU-US Privacy Shield
1211	1	We may collect and process the following data about you:Personally Identifiable Information: This refers to information that let us know the specifics of who you are. When you engage in certain activities while using our Services, such as registering a user account, downloading and installing Application(s), playing Game(s), purchasing Virtual Money or Virtual Goods, sending and/or posting a user Content, entering a sweepstakes or contest, registering or participating in an event or promotion, or sending us feedback, we may ask you to provide certain information about yourself. It is completely optional for you to engage in these activities. If you elect to engage in these activities, however, we may ask that you provide us personal information. Such information may include but not limited to your first and last name, username, mailing address, e-mail address, telephone number, credit card or other payment information.
1212	0	Our advertising partners may also transmit cookies to your device, when you click on ads that appear on the Services. Also, if you click on a link to a third party website or service, a third party may also transmit cookies to you. Again, this Privacy Policy does not cover the use of cookies by any third parties, and we aren’t responsible for their privacy policies and practices. Please be aware that cookies placed by third parties may continue to track your activities online even after you have left our Services, and those third parties may not honor “Do Not Track” requests you have set using your device.
1213	1	Content created when using the service. It includes creating or uploading different kinds of content to the App, including without limitation, photos, text, messages, posts, html, URLs, pictures, video and other content (collectively, “User Contributed Content”), and the metadata that is provided with the content. As you upload User Contributed Content you should be mindful of your privacy as well as the privacy of others.
1214	0	We may provide aggregated or anonymized data to third parties, but when we do so, the information we share is in a de-identified format that does not personally identify you. 
1215	0	"We have established relationships with other parties and websites to offer you the benefit of products and services which we do not offer. We offer you access to these other parties and their websites either through the use of hyperlinks to these sites from our Sites or through offering ""co-branded"" sites in which both we and other parties share the same uniform resource locator (URL), domain name or pages within a domain name on the Internet. In some cases you may be required to submit Personal Data to register or apply for products or services provided by such third parties or co-branded partners. This Privacy Policy does not apply to these third party sites or co-branded sites. The privacy policies of those other parties may differ from ours, and we have no control over the information that you submit to those third parties. You should read the relevant privacy policy for those third party sites and co-branded sites before responding to any offers, products or services advertised by those parties"
1216	0	If you are unsatisfied with our reply, and particularly if you believe that our processing of personal information damages your legitimate rights and interests, you can also seek resolution by filing an action with the court with jurisdiction in the domicile of the defendant.
1217	0	We’re constantly trying to improve our Services, so we may need to change this Privacy Policy from time to time as well, but we will alert you to changes by placing a notice in our mobile applications, by sending you an email, and/or by some other means. Please note that if you’ve opted not to receive legal notice emails from us (or you haven’t provided us with your email address), those legal notices will still govern your use of the Services, and you are still responsible for reading and understanding them.  If you use the Services after any changes to the Privacy Policy have been posted, that means you agree to all of the changes.  Use of information we collect now is subject to the Privacy Policy in effect at the time such information is collected.
1218	0	You have the right to be provided with a copy of the information we have on you in a structured, machine-readable and commonly used format.
1219	0	If you want to exercise any of your rights listed above please visit Feedback Page or email us at dpo@topface.com.
1220	1	To communicate with you about any career requests, contact forms, helpdesk support and to understand how you use our Services so that we can continuously improve our offerings, our legal basis is performance of a contract, legitimate interests or consent depending on the particular case to keep our users updated about our Services and our new features in accordance with your preference, and to continue to improve the Services we offer.
1221	0	Where a parent has provided consent, a child may be able use our Services much like any other user, including some services that enable the child to publicly disclose personal information or communicate with other users of all ages. Once we have a parent’s consent, we may collect from the child the same types of personal information, and use and share that information for the same purposes, as described in this Privacy Policy.  If we make any material changes in the way we process your child's personal information, we will notify parents by email or by in-game notice to obtain verifiable parental consent for the new uses of your child's personal information.
1222	1	We may also use your personal information for other purposes that are not incompatible with the purposes we have disclosed to you (such as archiving purposes in the public interest, scientific or historical research purposes, or statistical purposes) if and where this is permitted by applicable data protection laws.
1223	1	We process Personal Data for the purposes set out in this Privacy Policy, as described above. Our legal basis to process personal data includes processing that is: necessary for the performance of the contract with you (for example, to provide you with the services you request and to identify and authenticate you so you may use the Sites); necessary to comply with legal requirements (for example, to comply with applicable accounting rules and to make mandatory disclosures to law enforcement); necessary for our legitimate interests (for example, to manage our relationship with you, to ensure the security of our services, to communicate with you about our products and services); and based on consent by our customers (for example, to place certain cookies and to share your information with third parties for advertising purposes).
1224	0	If you are aware of changes or inaccuracies in your information, you should inform us of such changes so that our records may be updated or corrected.
1225	0	We adopt appropriate data collection, storage and processing practices and security measures to protect against unauthorized access, alteration, disclosure or destruction of your personal information, username, password, transaction information and data stored on our Site/App.
1226	0	We may update our Privacy Policy from time to time. Thus, you are advised to review this page periodically for any changes. We will notify you of any changes by posting the new Privacy Policy on this page. These changes are effective immediately after they are posted on this page.
1227	0	Admobs services
1228	0	9.1.1 Cookies are frequently used on CXZH.LTD’s websites. A cookie is a unique text file our websites send to your explorer software. This helps customers customize the information based on browsing preferences. We do not link the information we store in cookies to any personal information you submit while on our sites.
1229	1	Personalize content and communications based on your preferences
1230	0	"This document ""Privacy Policy"" (hereinafter referred to as ""Policy"") contains methods of collection and terms of use of the information about the User (hereinafter also referred to as ""You"") by Overmobile."
1231	0	Resolve technical or other operational issues
1232	1	If you choose to make purchases through the Services (e.g. for our premium service), we process your payments through a third-party application, such as the Apple App Store or Google Play App Store.
1233	0	We collect information by placing cookies on a computer or mobile phone. Cookies is a piece of text stored on your device by your web browser. Cookies stores information about visiting a website, recognizes you and your preferences every time you visit Topface, and provides the functionality of the site, allowing us to provide services to our users upon request.
1234	1	If you choose to answer our supplemental questionnaires for registered members, we may also collect marital status, nationality, gender, date and/or year of birth, annual income, monthly spending and user preferences.  If you prefer not to provide such information, the use of our services and products will not be affected.
1235	1	Information that we receive from third parties
1236	0	The protection of user privacy is a fundamental policy of the Jasmin Chat. The Jasmin Chat guarantees that it will not publicly disclose or provide a third party with an individual user's registered information or non-public content, which is stored in the Jasmin Chat during the use of web Services, unless in the following circumstances as follows:a) When prior express authorization is obtained from;b) When and as required by applicable laws and regulations;c) When and as required by relevant competent authorities of the government;d) When it is necessary to safeguard the public interest;e) When it is necessary to safeguard the legal rights and interests of the Jasmin Chat.
1237	0	You have the right to request that we restrict the processing of your personal information.
1238	0	Our Services are not directed to children and we do not knowingly collect information from children under 13 years of age. We strongly recommend parents or guardians to instruct their children to not disclose any information when online. If you believe that we might have any information from or about a child, please contact us via our Support Center or support e-mail. In the event that we learn that we have collected Personal Information from a child, we will promptly delete it, unless we are legally obligated to retain such data. In addition, we recommend that minors under the age of 16 ask their parents for permission before sending any information about themselves to anyone over the Internet.
1239	0	If you find an error in your personal information processed by us, you have the right to require us to correct or supplement the personal information. You can submit an application to correct or supplement the personal information through the approach specified in Clause '(5.1) Accessing Your Personal Information' in this section.
1240	1	"Our business may require us to transfer your Personal Data to countries outside of the European Economic Area (""EEA""), including to countries such as the People's Republic of China or Singapore. We take appropriate steps to ensure that recipients of your Personal Data are bound to duties of confidentiality and we implement measures such as standard contractual clauses. A copy of those clauses can be obtained by contacting our Help Center."
1241	0	If and to the extent permitted by applicable law, we may charge you a fee for the processing of any request you make regarding your Personal Data.
1242	1	Legitimate interests. We may use your information where we have legitimate interests to do so. For instance, we analyze users’ behavior on our services to continuously improve our offerings, we suggest offers we think might interest you, and we process information for administrative, fraud detection and other legal purposes.
1243	1	We may also share information if we also under a duty to disclose or share your personal data in order to comply with any legal obligation, or to protect the rights, property, or safety of our business, our customers or others.
1244	0	Welcome to Filmigo (“Filmigo”, ”we” or ”us”).This page explains the terms by which you may use our application, service through your brower or mobile device(collectively our “App”).By downloading, accessing or using the App, you signify that you have read, understood, and agree to be bound by this Terms of Use Agreement and to the collection and use of your information as set forth in the Filmigo Privacy Policy.
1245	0	You can contact the authorized person for the protection of personal data Topface, sending a letter to the email address: dpo@topface.com
1246	0	"Our Services are not directed to children under 16 or other statutory minimum age according to the applicable laws and regulations in your country (the ""Minimum Age""). We do not knowingly collect PII from children under the Minimum Age. If a parent or guardian becomes aware that his or her child has provided us with information without their consent, he or she should promptly contact us and we take reasonable steps to ensure that such information is deleted from our files."
1247	1	Information used for the purposes of serving advertisements
1248	0	We at Narvii know you care about how your personal information is used and shared, and we take your privacy seriously. Please read the following to learn more about our Privacy Policy. By using or accessing the Services in any manner, you acknowledge that you accept the practices and policies outlined in this Privacy Policy, and you hereby consent that we will collect, use, and share your information in the following ways.
1249	0	Any requests to exercise your rights should be made through our support feature located in our apps (by going to the particular app -> click on three dots (or more) -> click help (or support) -> and then click Contact us (or +) and place your request). Any requests regarding our game(s) available on Facebook should be made through the embedded support feature by going to the game -> click on the settings icon -> click help and place your request. You can also send us an email at privacy@easybrain.com, however we may still redirect you to make the same request through the in-app support feature or we may request additional information in order to accommodate your request. These requests can be exercised free of charge and will be addressed by us as early as possible and always within one month. You may also contact your local data protection authority within the European Economic Area for unresolved complaints.
1250	0	We endeavor to protect the privacy of your account and other Personal Data we hold in our records, but unfortunately, we cannot guarantee complete security. Unauthorized entry or use, hardware or software failure, and other factors, may compromise the security of user information at any time.
1251	1	When you use features that add a mask or other effects to your face when using the Service, we collect facial tracking and mapping information from you using the camera on your device.
1252	0	We will hold your personal information on our systems for as long as is necessary for the relevant service, or as otherwise described in this Privacy Policy.
1253	1	This processing is also necessary for us to pursue our legitimate interests of (i) ensuring that our Online Services function properly so that you and other users have the best experience when playing any of our Game(s) and using the other Online Services; (ii) improving the quality of our Online Services, and providing a better experience to our users; (iii) identifying and correcting any bugs in the Games and Online Services and iv) understanding the effectiveness of our marketing to attract new users and re-engage our current users at an aggregated level.
1254	0	Share with our service providers and partners
1255	1	If we ask you to provide Personal Data to comply with a legal requirement or to enter into a contract with you, we will make this clear at the relevant time and advise you whether the provision of your Personal Data is mandatory or not (as well as of the possible consequences if you do not provide your Personal Data). In some instances, you may be required to provide us with Personal Data for processing as described above, in order for us to be able to provide you all of our services, and for you to use all the features of our Sites.
1256	1	Information about you collected from third parties
1257	0	Opt-out of marketing emails and other direct marketing.
1258	0	Your information privacy and security is important to us and we always pay special attention to ensure that we process your information lawfully in accordance with one of the legal bases set out under EEA data protection laws that apply to EEA users. We have appointed data protection officer to help us ensure compliance with EEA data protection laws. We store your information for as long as needed to provide you with our services. We may store information longer, but only in a way that it cannot be tracked back to you. We operate globally and we share your information with our Partners as for the purposes described above in “How We Share Your Information” Section, which may include a transfer of your personal information outside of the European Economic Area (the “EEA”). Please check regularly for changes to our Privacy Policy.
1259	0	Sensitive and private data exchange between the Site/App and its Users happens over a SSL secured communication channel and is encrypted and protected with digital signatures.
1260	0	6. Right to data portability: you can request a copy of your data in a machine-readable form that can be transferred to another provider.
1261	0	Your personal information may be transferred to, and stored at, a destination outside of your country or jurisdiction, including but not limited to our data center in Korea. It may also be processed by personnel of our affiliates and third-party service provider who may operate outside of your country or jurisdiction. In such case, we will take reasonable steps to require such third party in possession of your personal information to take commercially reasonable security measures to protect the information. On the other hand, the data and privacy protection laws of other countries may not be as comprehensive as those laws in your country of residence.  By using our Services, you consent to your personal information being transferred to recipients in other countries and being stored and processed in the servers located in other countries. 
